date,code,open,high,low,close,preclose,volume,amount,turn,tradestatus,pctChg,peTTM,pbMRQ,psTTM,pcfNcfTTM
2000-01-04,sh.600710,6.1500,6.3000,6.0800,6.2800,6.2500,175915,1093704.0000,0.293192,1,0.480003,174.954947,2.233869,2.723591,-21.721836
2000-01-05,sh.600710,6.2000,6.4100,6.2000,6.4000,6.2800,538150,3406213.0000,0.896917,1,1.910826,178.298035,2.276554,2.775634,-22.136903
2000-01-06,sh.600710,6.3100,6.5000,6.3000,6.5000,6.4000,566079,3632386.0000,0.943465,1,1.562499,181.083942,2.312125,2.819003,-22.482792
2000-01-07,sh.600710,6.4000,6.6800,6.4000,6.6200,6.5000,1157129,7594597.0000,1.928548,1,1.846152,184.427030,2.354811,2.871046,-22.897859
2000-01-10,sh.600710,6.6600,6.7700,6.4900,6.6400,6.6200,826135,5433531.0000,1.376892,1,0.302115,184.984212,2.361925,2.879720,-22.967037
2000-01-11,sh.600710,6.6900,6.7500,6.4900,6.5100,6.6400,1168200,7743729.0000,1.947000,1,-1.957826,181.362533,2.315683,2.823340,-22.517381
2000-01-12,sh.600710,6.5000,7.1000,6.4100,6.8500,6.5100,2109590,14288185.0000,3.515983,1,5.222729,190.834616,2.436625,2.970796,-23.693404
2000-01-13,sh.600710,6.8500,6.8500,6.6600,6.8000,6.8500,1129338,7602876.0000,1.882230,1,-0.729923,189.441662,2.418839,2.949111,-23.520459
2000-01-14,sh.600710,6.8000,6.8200,6.5800,6.7900,6.8000,836424,5615786.0000,1.394040,1,-0.147062,189.163072,2.415282,2.944774,-23.485870
2000-01-17,sh.600710,6.7000,6.8600,6.6600,6.8300,6.7900,879798,5974253.0000,1.466330,1,0.589101,190.277434,2.429510,2.962122,-23.624226
2000-01-18,sh.600710,6.8300,6.9500,6.7300,6.9100,6.8300,828148,5670675.0000,1.380247,1,1.171302,192.506160,2.457967,2.996817,-23.900937
2000-01-19,sh.600710,6.9100,7.2500,6.8600,7.2400,6.9100,3416172,24323907.0000,5.693620,1,4.775687,201.699652,2.575352,3.139936,-25.042371
2000-01-20,sh.600710,7.2000,7.3000,7.0800,7.1800,7.2400,2134393,15369039.0000,3.557322,1,-0.828729,200.028108,2.554009,3.113914,-24.834838
2000-01-21,sh.600710,7.2100,7.4200,6.9100,6.9500,7.1800,2872279,20876229.0000,4.787132,1,-3.203343,193.620523,2.472196,3.014165,-24.039293
2000-01-24,sh.600710,6.9400,6.9400,6.5800,6.7200,6.9500,1335696,8960502.0000,2.226160,1,-3.309353,187.212937,2.390382,2.914415,-23.243748
2000-01-25,sh.600710,7.3000,7.3000,6.8100,6.9000,6.7200,1334572,9313438.0000,2.224287,1,2.678576,192.227569,2.454410,2.992480,-23.866348
2000-01-26,sh.600710,6.9200,6.9200,6.7200,6.8900,6.9000,576360,3922794.0000,0.960600,1,-0.144931,191.948979,2.450853,2.988143,-23.831759
2000-01-27,sh.600710,6.9600,6.9600,6.6500,6.6600,6.8900,941310,6335758.0000,1.568850,1,-3.338171,185.541393,2.369039,2.888394,-23.036214
2000-01-28,sh.600710,6.6600,6.7200,6.5000,6.7100,6.6600,1212369,7983132.0000,2.020615,1,0.750754,186.934346,2.386825,2.910079,-23.209159
2000-02-14,sh.600710,6.8000,7.2300,6.6000,7.2100,6.7100,1543670,10850740.0000,2.572783,1,7.451565,200.863880,2.564681,3.126925,-24.938604
2000-02-15,sh.600710,7.2000,7.8800,7.1000,7.1800,7.2100,3855766,28832990.0000,6.426277,1,-0.416092,200.028108,2.554009,3.113914,-24.834838
2000-02-16,sh.600710,7.1600,7.1800,6.8800,7.0000,7.1800,1559810,10935245.0000,2.599683,1,-2.506962,195.013476,2.489981,3.035849,-24.212237
2000-02-17,sh.600710,7.0500,7.4000,6.8800,7.1000,7.0000,2305772,16472921.0000,3.842953,1,1.428570,197.799383,2.525552,3.079219,-24.558126
2000-02-18,sh.600710,7.1500,7.7000,7.1500,7.6600,7.1000,5292170,39769083.0000,8.820283,1,7.887323,213.400461,2.724751,3.322087,-26.495105
2000-02-21,sh.600710,7.8000,8.2800,7.6600,8.0200,7.6600,7090383,56514501.0000,11.817305,1,4.699747,223.429725,2.852807,3.478216,-27.740306
2000-02-22,sh.600710,8.0100,8.0200,7.2200,7.2500,8.0200,3234357,24452618.0000,5.390595,1,-9.601003,201.978243,2.578909,3.144273,-25.076960
2000-02-23,sh.600710,7.2000,7.2400,7.0300,7.1500,7.2500,1294177,9228471.0000,2.156962,1,-1.379309,199.192336,2.543338,3.100903,-24.731071
2000-02-24,sh.600710,7.1500,7.2500,7.0000,7.2000,7.1500,916566,6507351.0000,1.527610,1,0.699297,200.585290,2.561124,3.122588,-24.904016
2000-02-25,sh.600710,7.4600,7.4600,7.1000,7.2900,7.2000,882570,6363758.0000,1.470950,1,1.250002,203.092606,2.593138,3.161620,-25.215316
2000-02-28,sh.600710,7.3000,7.4800,7.0000,7.3800,7.2900,1241808,9018679.0000,2.069680,1,1.234570,205.599922,2.625152,3.200653,-25.526616
2000-02-29,sh.600710,7.4500,7.4500,7.1500,7.2200,7.3800,1175813,8478788.0000,1.959688,1,-2.168026,201.142471,2.568238,3.131262,-24.973193
2000-03-01,sh.600710,7.2000,7.3800,7.0900,7.3000,7.2200,866161,6254832.0000,1.443602,1,1.108039,203.371196,2.596695,3.165957,-25.249905
2000-03-02,sh.600710,7.3300,7.3500,7.1100,7.2400,7.3000,818325,5890132.0000,1.363875,1,-0.821924,201.699652,2.575352,3.139936,-25.042371
2000-03-03,sh.600710,7.2600,7.3400,7.1500,7.3000,7.2400,1420382,10299262.0000,2.367303,1,0.828735,203.371196,2.596695,3.165957,-25.249905
